Banque;Ville;Nom Agence;Localisation;Note;Avis;Date Avis
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;"L'application marche à merveille
En ce qui concerne l'argent je suis satisfaite du travail fourni";il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Un bon service  personnels accueillant;il y a 5 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;J’ai j’amais vu une banque sans employeurs dans la journée mais il n’ya personne;il y a 7 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Tres bonne service;il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Bon traitement et accueil;il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Mauvaise agence , manque de respet total envers les clients. Ceci peut endommager la réputation de la banque.;il y a un an
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Mauvais service;il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Service hyper nul ! Vraiment ça énerve;il y a un an
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;multiples mauvaises expériences avec cette agence.;il y a un an
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Null mauvaise agence, et mauvaise service;il y a un an
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;90 %. Sa carte bancaire va être capturé;il y a 6 ans
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;le system toujours en panne.service catastrophique;il y a 2 ans
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Le guichet est toujours en panne;il y a 6 ans
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;bad service :(;il y a 3 ans
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Banque serieux;il y a 2 ans
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;une banque chère;il y a 8 ans
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Une agence distinguée dans tous les sens du terme et des employés de premier ordre. Tous nos remerciements et notre appréciation vont à eux tous, du directeur de la banque, Muhammad, en passant par le conseiller clientèle, Karim Bin Bahtan, jusqu'à l'employé de la banque. réception. Merci pour vos relations avec moi tout au long de 7 années de service👍👍👍👍;il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;3omri f hyati xouft Xi banka kat3ayetlom téléphone téléphone Mon sonixi ici 9alek wekala motamauiza. agence d allah ye7sen l3awn douna lmostawa allah yakhod fikom l7a9 hadxi li gha n9oul yarb3a d xlahbiya;il y a un mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Le meilleur traitement, merci aux employés de cette agence;il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Bon traitement et merci à tous les employés de l'agence;il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Meilleur choix et bon service, merci.;il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;La meilleure banque de services et d'accueil, une application bancaire au plus haut niveau;il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Nous avons eu un compte bancaire dans cette banque, ainsi que dans une autre banque, et NOTRE expérience a été bien meilleure dans cette banque : toujours rencontré un personnel poli, accueillant, patient et serviable, mashaAllah. Le processus Iqama peut être lourd, avec beaucoup de papiers avec des cachets, des signatures à validité limitée. Chaque fois que nous avions besoin d'eux, ils ont enduré avec patience et bavardage même si notre derija est toujours débile. Ils ont un canapé confortable, il est propre et soigné, et Alhamdulillaah est rarement rempli.;il y a 11 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Merci pour le bon traitement et les services de qualité;il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;La pire succursale de la Bank of Africa avec une mauvaise gestion;il y a 6 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;La pire banque du Maroc. Il n'y a pas de présence permanente de travailleurs pendant les heures de travail. Sachant que c'est la quatrième fois, l'agence n'est pas propre. Nous espérons que l'administration surveillera cette agence ou la fermera.;il y a un an
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Système et services 0;il y a 2 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Service 3ayaaan kolch mkamar bhal ila ****** mo hta wahd mabghi y5dam saha l9itoho 3la gantkom;il y a 2 ans
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Mauvais service;il y a 7 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Très bon accueil;il y a 3 mois
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;M;il y a 12 ans
Bank of Africa;Tanger;Bank of Africa;P4H9+QPF, Route de Rabat, Tanger;2,9;Mauvais service;il y a 3 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;le service ainsi que les personnels nul 0/20;il y a un mois
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;"Service client dans cette agence trés trés trés nule, la personne qui occupe le poste ca na rien avoir, ni respect, ni information...
si 'il y moins qu'une etoile, je donne moin";il y a 9 mois
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Service 0 un agent il se croit  le propriétaire de groupe BMCE il parle mal avec les clients il les agressent verbalement à part la directrice de la banque qui la certains savoir vivre mais l'autre agent il doit ce calme il a un poste pour servir les clients je vais plus chez eux et je change mon compte;il y a 3 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Service zero .avec un agent commercial qui agit comme si l agence est un héritage légué par son père .d ailleurs je ne suis pas le seul a se plaindre de son arrogance;il y a un an
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;"Mauvais service , avant y'avais des conseillers super sympa dommage.
un des conseiller ma proposé un pack et j'ai aller signé les papiers mais aprés une periode j'ai trouvé qu'il a crée autre compte sous mon.
Moi j'ai pas payer les frais de compte et je l'ai payerai jamais.";il y a 4 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;"Une agence bancaire ayant batu le record des états et situations hors service !
Parfois avec la malicieuse complicité des agents de sécurité !!!";il y a 2 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;agence des voleurs, un des conseiller ma proposé un pack et j'ai aller signé les papiers mais aprés une periode j'ai trouvé qu'il a crée autre compte sous mon nom afin qu'il gagne plus des commision wald lhram, alors j'ai lui a contacté et aussi j'ai contacté le directeur plusieurs fois pour qu'il trouve une solution mais il me repond tjr tkt pas c'est notre problem et on va fermé le compte dans le plus proche possible, aprés 3 ans j'ai payé 2000dh pour un compte que j'ai pas demendé ni utilisé et le pire c'est quand je fait des reclamation aprés il me repond que j'ai signé les contrat du compte wlad l7ram lah yakhod fihoum l7a9;il y a 6 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Service zero et aucun respect du clients  , vraiment une très mauvaise agence !!;il y a 3 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Un MRE DÉCONSEILLE CET AGENCE DE VOLEUR  ILS PRESCRIVENT  DES ASSURANCES  SON L'ACCORD  DE CLIENTS  POUR SE FAIRE UN MAX D'ARGENT  ET IL RÉPONDENT PLUS AU TÉLÉPHONE;il y a 6 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Dima m3ndhomch internet w réseau walo la 3la9a a éviter;il y a 4 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Mauvais service;il y a 6 mois
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Des valeurs ont une Machine De Comptage D'argent qui voler argents;il y a 4 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;mauvais service;il y a 6 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Une agence qui nuit à la réputation de la banque, notamment le responsable commercial qui traite les clients avec impolitesse et condescendance. Je suis client de cette banque depuis plus de 30 ans. C'est le pire employé que vous ayez.;il y a un an
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;"Surtout cette agence n'a rien à voir avec Zadeh Dabnadim
Balaani élimine Rizzo et dit que nous pardonnons à mon frère Rizzo, et il le regrette, donc il aura des ennuis pendant quelques heures.";il y a 4 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;pas mal;il y a 2 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;akfas bank f tanger toujours machakil conixyon;il y a 3 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Le week-end, le guichet automatique ne fonctionne pas;il y a 7 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Mauvais service;il y a 5 ans
Bank of Africa;Tanger;Bank of Africa;P4QW+24R, Tanger;1,8;Service distingué;il y a 8 ans
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;"Une agence à l’écoute de ses clients de très bon conseil je conseil vivement
m Zouiten Mehdi";il y a un mois
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;"La phrase à laquelle il faut s'attendre à chaque fois : Problème du système...
Le mot magique... Jamais rien de fonctionnel.";il y a un an
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;Personnel impoli;il y a un mois
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;"Si je devais le faire, je lui donnerais 0 étoile.
Le personnel du service client n'est vraiment pas professionnel.
Les RH devraient fortement reconsidérer les qualifications de leur personnel.
Ils vous font attendre pendant une éternité un personnel indisponible juste pour obtenir un « aucun service ne pourra être fourni à la fin » (honteux).
J'ai vu des employés partir avant la fin de leurs fonctions.
Les dysfonctionnements techniques sont leur stratégie par défaut pour se débarrasser des clients même si ce n’est pas toujours le cas et cela peut durer des mois (selon leur humeur).
Je ne le recommanderais jamais à quiconque apprécie réellement les interactions humaines et s'attend à un traitement de descente et je fermerais certainement mon compte chez eux dès que possible.";il y a 8 mois
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;Je suis client depuis environ 2 ans maintenant et je peux vous le dire, pas une seule fois ils n'ont réussi à fournir un service sans me faire attendre 2 à 3 jours, aussi basique que soit le service.;il y a un an
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;Ils ont résolu ma situation, ils m'ont très bien traité, surtout le directeur et M. Jamal et le directeur.;il y a un an
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;"Mauvais service
Avec de nombreux dysfonctionnements techniques";il y a un an
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;Aucune manière, aucun traitement, une très mauvaise expérience, je ne conseille à personne de s'en occuper.;il y a 3 ans
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;Service zéro;il y a 7 mois
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;Le pire service;il y a 4 ans
Bank of Africa;Tanger;Bank of Africa;Q576+284, Av. Moulay Rachid, Tanger;2,1;Parfait;il y a un an
Bank of Africa;Tanger;Bank of Africa;P6R2+C8R, Tanger 90060;3,1;Mauvais services avec complications... 👎🏻👎🏻 …;il y a 4 mois
Bank of Africa;Tanger;Bank of Africa;P6R2+C8R, Tanger 90060;3,1;Mauvaise expérience tant niveau qualité d’accueil que de conseil;il y a 10 mois
Bank of Africa;Tanger;Bank of Africa;P6R2+C8R, Tanger 90060;3,1;Mauvaise expérience avec un des travailleurs utilisant le téléphone pendant les heures de travail;il y a 7 mois
Bank of Africa;Tanger;Bank of Africa;P6R2+C8R, Tanger 90060;3,1;Mauvais service - la fenêtre est hors service la plupart du temps, surtout la nuit;il y a 3 ans
Bank of Africa;Tanger;Bank of Africa;P6R2+C8R, Tanger 90060;3,1;Banque;il y a 7 ans
Bank of Africa;Agadir;Bank of Africa - Batoir;335 Av. Hassan II, Agadir 80000;4,0;Mme Fatima BELHADI est la Meilleure conseillère bancaire avec qui j’ai pu traiter;il y a 5 mois
Bank of Africa;Agadir;Bank of Africa - Batoir;335 Av. Hassan II, Agadir 80000;4,0;Meilleur service client ! Je recommande vivement Mme. Fatima Belhadi;il y a 7 mois
Bank of Africa;Agadir;Bank of Africa - Batoir;335 Av. Hassan II, Agadir 80000;4,0;👎👎👎👎 …;il y a un an
Bank of Africa;Agadir;Bank of Africa - Batoir;335 Av. Hassan II, Agadir 80000;4,0;Suffisant;il y a 3 jours
Bank of Africa;Agadir;Bank of Africa - Agence Hassan 1er;CC4V+WQ4, Agadir 80000;1,0;Service très lent;il y a 2 semaines
Bank of Africa;Oujda;Bank of Africa;73 bv hassane 2, Oujda;3,1;Je suis venu faire un virement sur un compte bmce de mon ami,un fonctionnaire m a dit de le faire par application bancaire.je lui ai repondu jai un probleme sur l application il continue me dire eh beh faut regler ton probleme.ils aiment pas leur metier.je crois sur et certain qu ils sont mal payés.;il y a 2 mois
Bank of Africa;Oujda;Bank of Africa;73 bv hassane 2, Oujda;3,1;L'agence est propre et bien rangée mais le personnel est absent 😂, je me suis présenté pour un versement le 27/09/2024 à 12h10, mais le personnel est parti pour déjeuner, et personne ne peut remplacer notre agent, donc on doit attendre le temps qu'il termine sa pause, et on se pose la question pourquoi le Maroc n'avance pas. …;il y a 6 mois
Bank of Africa;Oujda;Bank of Africa;73 bv hassane 2, Oujda;3,1;"Banque bmce
En face wilaya de l'oriental";il y a 4 ans
Bank of Africa;Oujda;Bank of Africa;73 bv hassane 2, Oujda;3,1;Mauvaise agence aucun accueil les responsables toujours absents;il y a 3 ans
Bank of Africa;Oujda;Bank of Africa;73 bv hassane 2, Oujda;3,1;Bon service , équipe compétente et serviable;il y a 3 ans
Bank of Africa;Oujda;Bank of Africa;73 bv hassane 2, Oujda;3,1;Trés bien Services;il y a 4 ans
Bank of Africa;Oujda;Bank of Africa;73 bv hassane 2, Oujda;3,1;Bon service le seul problème est que le numéro de téléphone est toujours occupé ou ne répond pas;il y a un an
Bank of Africa;Kenitra;Bank of Africa;6FR2+W4H Irchad, Kénitra;4,0;☆☆☆☆☆☆☆☆☆☆;il y a 7 ans
Bank of Africa;Kenitra;Bank of Africa;6FR2+W4H Irchad, Kénitra;4,0;C bien;il y a 9 ans
Bank of Africa;Kenitra;Bank of Africa;6FR2+W4H Irchad, Kénitra;4,0;bien;il y a 6 ans
Bank of Africa;Kenitra;Bank of Africa;6FR2+W4H Irchad, Kénitra;4,0;Bien;il y a 9 ans
Bank of Africa;Beni Mellal;Inconnu;Inconnu;0;"Espace beau, belle décoration, propre. Les plats sont délicieux.
Je recommande 👍🏾 …";il y a 9 mois
Bank of Africa;Beni Mellal;Inconnu;Inconnu;0;Bel endroit et les gens du back office sont gentils;il y a 5 ans
Bank of Africa;Beni Mellal;Inconnu;Inconnu;0;Pas un bon service;il y a 4 ans
Bank of Africa;Mohammedia;Bank of Africa;MJVC+P66, Bd de Sebta, Mohammédia;3,2;"En tant que cliente depuis de longues années, j’ai toujours été accueillie par une équipe professionnelle, à l’écoute, et réactive à mes besoins. L'équipe dirigée par Amine fait preuve d'une grande expertise et se montre proactive pour trouver des solutions adaptées en toutes circonstances.

Je recommande vivement cette agence bancaire à toute personne à la recherche d'une banque qui place réellement ses clients au centre de ses priorités.";il y a 4 mois
Bank of Africa;Mohammedia;Bank of Africa;MJVC+P66, Bd de Sebta, Mohammédia;3,2;Apres le départ de Hakim le chef d'agence, ce n'est plus la même chose. faut revoir la gestion du personnel.;il y a 4 ans
Bank of Africa;Mohammedia;Bank of Africa;MJVC+P66, Bd de Sebta, Mohammédia;3,2;Banque marocaine du commerce extérieur, Agence Anfa, rue Ceuta, près de Carrefour Market.;il y a 4 ans
Bank of Africa;Mohammedia;Bank of Africa;MJVC+P66, Bd de Sebta, Mohammédia;3,2;Cuillères à café et titizbazaf 😂😅😅 …;il y a 6 ans
Bank of Africa;Taourirt;Bank of Africa;5GG5+G97, Ait Amira;4,2;"Je suis très content de voir hassan partir de cette agence ,et remplacé par habib une personne au top ,vraiment pro serviable et humain a 100% j'espère que BMCE fera un effort pour faire évoluer ce gene de jeunes qui veulent faire avancer le pays ,car cette agence avant était une catastrophe, mais depuis son arrivé on voit un gros changement et service client au top j'espère que BMCE l'accompagnera avec des formations régulières et le pousser vers l'avant car il mérite,totalement différent du dernier avec sa bande sont insupportable et n'ont aucun respect envers le client .c'est triste pour ce genre de personne .habib un vrai pro,humain et serviable. BMCE devait etre fière d'avoir ce genre de personnel et devrait faire tout pour le garder car en 2024 je pense tout devient compliqué surtout du personnel qualifié.
Bravo pour ton travail formidable et bonne continuation a toi.";il y a 11 mois
Bank of Africa;Taourirt;Bank of Africa;5GG5+G97, Ait Amira;4,2;Le nouveau directeur est lamentable;il y a un an
Al Barid Bank;Casablanca;Al Barid Bank;HCFR+7MP, Casablanca 20250;3,3;"Comment vous demandez aux gents d'ouvrir des comptes bancaires chez vous alors que le minimum qui est le délais de traitement est très longs . Ça fait une heure que je suis devant la porte de votre banque pour juste faire un versement  j'attend mon tour . PS 1 j'ai fais le tour de vos agences a casa et elles sont toutes pleines .
PS2 la plupart de vos  clients sont des personnes très âgées qui attendent dehors vos portes msakan ça fait plus qu'une heure ....merci de revoir votre gestion a ce niveau ce n'est pas digne d'une grande structure comme.la votre";il y a 4 ans
Al Barid Bank;Casablanca;Al Barid Bank;HCFR+7MP, Casablanca 20250;3,3;Prestations très médiocres;il y a 2 ans
Al Barid Bank;Casablanca;Al Barid Bank;H88J+8R3 20220 Quartier:, Bd Oued Oum Errabia, Casablanca 20100;2,1;"Service lamentable.
Il faut attendre un temps fou pour faire un versement.
Un seul guichet est ouvert pour exécuter toutes les opérations bancaires.
La mentalité de la mo9at3a subsiste dans notre cher royaume !";il y a un an
Al Barid Bank;Casablanca;Al Barid Bank;H88J+8R3 20220 Quartier:, Bd Oued Oum Errabia, Casablanca 20100;2,1;Très serviable Utile.;il y a 3 ans
Al Barid Bank;Casablanca;Al Barid Bank;H88J+8R3 20220 Quartier:, Bd Oued Oum Errabia, Casablanca 20100;2,1;Énormement Bad service;il y a 2 ans
Al Barid Bank;Casablanca;Al Barid Bank;H88J+8R3 20220 Quartier:, Bd Oued Oum Errabia, Casablanca 20100;2,1;Service 0 ou Kayna wahd li khdam ou toujours système 3ème maison t9il;il y a 2 ans
Al Barid Bank;Casablanca;Al Barid Bank;H88J+8R3 20220 Quartier:, Bd Oued Oum Errabia, Casablanca 20100;2,1;Fihom 9alet trabi 3mr chefnaha fchi 7ad;il y a 3 ans
Al Barid Bank;Casablanca;Al Barid Bank;H88J+8R3 20220 Quartier:, Bd Oued Oum Errabia, Casablanca 20100;2,1;Service neuf;il y a un an
Al Barid Bank;Casablanca;Al Barid Bank;H88J+8R3 20220 Quartier:, Bd Oued Oum Errabia, Casablanca 20100;2,1;Services médiocres;il y a un an
Al Barid Bank;Casablanca;Al barid Bank;H9W7+329, Casablanca 20250;1,0;Servise nul et le directeur C’est pas professionnel 😡😡😡 …;il y a 5 mois
Al Barid Bank;Casablanca;Al barid Bank;H9W7+329, Casablanca 20250;1,0;Personnel toujours en pause ou en réunion !!!!;il y a 3 mois
Al Barid Bank;Casablanca;Al barid bank central;187 Bd Abdelmoumen, Casablanca 20250;1,4;"L'une des pires banques qui existent. Un service médiocre, une communication catastrophique. Chaque interaction avec eux est une épreuve de patience, un combat contre l’inefficacité et l’indifférence la plus totale.

Je ne demande pourtant qu’une chose élémentaire et légitime : le code de ma nouvelle carte. Et pourtant, cette banque est incapable de gérer la moindre demande de base !
Leur manière de traiter les clients est tout simplement inadmissible. Aucune considération, aucune réactivité, aucune solution. On a l’impression d’être face à un mur, à une administration dépassée par son propre fonctionnement.

Si vous cherchez une banque qui respecte ses clients, fuyez Barid Bank.";il y a une semaine
Al Barid Bank;Casablanca;Al barid bank central;187 Bd Abdelmoumen, Casablanca 20250;1,4;Je donne 5 étoiles SEULEMENT pour l'ancien l'agent de sécurité, il est très serviable, il te conseil et aide beaucoup les dammes à l'acceuil et la directrice de l'agence ... il mérite mieux.;il y a 2 semaines
Al Barid Bank;Casablanca;Al barid bank central;187 Bd Abdelmoumen, Casablanca 20250;1,4;Service nul il ne mérite même pas cet étoile;il y a 7 mois
Al Barid Bank;Casablanca;AL BARID BANK Bd Panoramique;Poste Maroc, 43 Rue 88, Casablanca;2,6;Manque de professionalisme de la part d un agent incompétent  qui se comporte mal très long et tjrs entrain d’insulter genre dégoûter de son travail je suis parti déposé un dossier de mutation le gas ma dit de partir voir une autre agence prq la cin porte l’adresse de sidi maarouf     Quoi que j avais déjà déposer une autre mutation ds la même agence y’a quelques mois y’avait une gentille fille qui avait traité le dossier ds la même agence;il y a 4 mois
Al Barid Bank;Casablanca;AL BARID BANK Bd Panoramique;Poste Maroc, 43 Rue 88, Casablanca;2,6;"Le plus null service
Et la plus null banke au maroc";il y a 3 mois
Al Barid Bank;Casablanca;AL BARID BANK Bd Panoramique;Poste Maroc, 43 Rue 88, Casablanca;2,6;"Parmi mes mauvaise expérience avec n'importe quel Bank ma mère a un compte sur carnet a Al barid banque de quartier cuba Casablanca, elle a attendu 3 heure pour prendre 1500 dhs et tout ça car elle y'a une seule personne qui travaille là-bas, elle fait les choses doucement et en plus elle a laissé tout le monde pour prendre une pause d'une heure, c'est une personne tout sauf professionnelle, elle agit comme si elle a des conflits avec toi
Merci madame Kawtar Moulat albarid bank
Je vais conseiller ma mère de changer cette banque très prochainement si elle a trois heures à gaspiller.";il y a 3 ans
Al Barid Bank;Casablanca;AL BARID BANK Bd Panoramique;Poste Maroc, 43 Rue 88, Casablanca;2,6;C'était la troisième banque barid à visiter aujourd'hui car les deux autres ne faisaient pas fonctionner Amana Express, cette agence a compensé les deux autres très organisées, bien élevées, un service compétent et excellent de la part de l'agent de sécurité et de l'agent de service. Continuez votre bon travail. Merci.;il y a 3 ans
Al Barid Bank;Casablanca;AL BARID BANK Bd Panoramique;Poste Maroc, 43 Rue 88, Casablanca;2,6;Que Dieu prenne le droit, toujours en dehors de couvrir des problèmes techniques, en détruisant la carte, le secteur est illégal, et à chaque occasion, des sommes d'argent sont kidnappées sans aucune explication.;il y a 10 mois
Al Barid Bank;Casablanca;Al Barid Bank;J94C+89M, Casablanca 20250;2,0;C'est une branche de la Banque principal...;il y a 8 mois
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;Agence haj fateh service nul suite a une faute grave de la part de la personne au guichet qui a renseigner sur le systeme un mauvais montant alors que sur la papier il y avait un autre montant aucune responsabilité de la part ni de la personne ni de la directrice qui ne veut pas faire son travail agence irresponsable je reposerai jamais les pieds chez eux directrice pas former et pas a la hauteur du poste;il y a 11 mois
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;"A ÉVITER A TOUT PRIX.
je voulais faire un retrait hier de 1000dh, j'ai effectué la transaction à la Gab mais j'ai pas reçu l'argent alors qu'ils ont débité l'argent de mon compte, on m'a demandé de patienter 24h, j'y suis retournée aujourd'hui et l'agence me dit que je dois écrire une demande de remboursement ??? Vous vous foutez de gueule ?? Et que cette demande va durer 45 jours?? JE VAIS MÊME CHANGER DE BANQUE INCHALLAH";il y a 2 ans
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;"Vraiment une calamité !
Que dire quand on voit un service pareil !
Attente incroyable, accueil zéro !!!";il y a 2 ans
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;Mauvaise qualités de service et surtout la Directrice de l'agence irrespectueuse evers ses clients;il y a 2 ans
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;mauvaise service;il y a 3 ans
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;Bonne service;il y a 7 ans
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;Nulle;il y a un an
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;👍👍👍 …;il y a 3 ans
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;Chaque fois que je viens ici, rien ne fonctionne, personne n'est là, le service est très mauvais et le distributeur automatique de billets ne fonctionne jamais, fermez-le à ce stade.;il y a 4 mois
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;Un témoignage à Dieu : Monsieur le Directeur de l'agence est une personne pratique et de haut niveau. Je souhaite et espère de Dieu Tout-Puissant que l'on voie quelqu'un comme lui dans tous les secteurs, si Dieu le veut, sans oublier la seule employée féminine présente dans l'agence. qui fait un gros effort. Merci pour cela, et j'espère que l'agence aura un autre employé en raison du grand nombre de clients.;il y a 3 ans
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;Le pire service jamais vu dure 1 heure sans aucun service juste pour faire une pause alors que de nombreux clients attendent principalement des personnes âgées de plus de 60 ans.;il y a un an
Al Barid Bank;Casablanca;Al barid Bank;G8RF+C8X, Casablanca;1,9;0 service;il y a 3 mois
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;"Service très très nul! Directrice souvent absente et si par chance elle est présente, aucun respect des clients de sa part, antipathique, malveillante!! Elle a toujours des problèmes familiaux à régler au téléphone !!
J'ai toujours de mauvaises expériences avec cette banque!!
Je changerai cette banque.";il y a 2 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;null de chez null, jai jamais été aussi deçue, aucun effort, je ne reçois que les colis qui arrivent par erreur à d'autres agence, sinon si un colis arrive à ma boite postale chez cet agence ils ne fournissent aucun effort même pas un sms indiquant que j'ai reçu quelque chose, et attendent gentillement pour retourner le colis. ils sont les plus nulls , l'agence avec le service le plus médiocre sur toute rabat et parmis toutes les agences, il faut trouver une solution.;il y a 2 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Service très nul, Aucun respect aux clients;il y a 2 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Service trop long. Pour acheter un timbre, il faut plus de 15 minutes.;il y a un an
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Service pas mal, toujours des fonctionnaires qui heritent la fameuse lenteur et antipathie meme s'ils sont nouvellement recrutés !;il y a 8 ans
